resume_text,role
"DevOps Engineer with 6+ years of experience skilled in Kubernetes, Docker, Linux.",DevOps Engineer
"Data Analyst with 0+ years of experience skilled in SQL, Tableau, Data Visualization.",Data Analyst
"Web Developer with 7+ years of experience skilled in React, HTML, JavaScript.",Web Developer
"Software Engineer with 8+ years of experience skilled in Microservices, REST APIs, Java.",Software Engineer
"Data Analyst with 8+ years of experience skilled in Excel, Tableau, Data Visualization.",Data Analyst
"Software Engineer with 7+ years of experience skilled in Docker, Spring Boot, Java.",Software Engineer
"Web Developer with 8+ years of experience skilled in HTML, Node.js, JavaScript.",Web Developer
"Web Developer with 8+ years of experience skilled in React, JavaScript, Node.js.",Web Developer
"DevOps Engineer with 3+ years of experience skilled in CI/CD, Linux, Docker.",DevOps Engineer
"Web Developer with 3+ years of experience skilled in CSS, Node.js, JavaScript.",Web Developer
"Business Analyst with 9+ years of experience skilled in SQL, Power BI, Excel.",Business Analyst
"Software Engineer with 7+ years of experience skilled in Spring Boot, REST APIs, Docker.",Software Engineer
"DevOps Engineer with 9+ years of experience skilled in CI/CD, Docker, Linux.",DevOps Engineer
"Data Scientist with 5+ years of experience skilled in SQL, Pandas, Machine Learning.",Data Scientist
"Data Analyst with 9+ years of experience skilled in SQL, Data Visualization, Excel.",Data Analyst
"Data Scientist with 0+ years of experience skilled in TensorFlow, Python, SQL.",Data Scientist
"DevOps Engineer with 0+ years of experience skilled in CI/CD, Kubernetes, AWS.",DevOps Engineer
"Data Scientist with 4+ years of experience skilled in TensorFlow, Python, Pandas.",Data Scientist
"Data Scientist with 1+ years of experience skilled in SQL, Python, Pandas.",Data Scientist
"Product Manager with 7+ years of experience skilled in Roadmapping, Scrum, Agile.",Product Manager
"DevOps Engineer with 9+ years of experience skilled in Kubernetes, Docker, CI/CD.",DevOps Engineer
"Product Manager with 10+ years of experience skilled in Scrum, Agile, Market Research.",Product Manager
"Data Scientist with 8+ years of experience skilled in SQL, Python, Pandas.",Data Scientist
"Web Developer with 8+ years of experience skilled in CSS, Node.js, HTML.",Web Developer
"Business Analyst with 7+ years of experience skilled in Requirement Analysis, SQL, Power BI.",Business Analyst
"Data Scientist with 6+ years of experience skilled in Python, SQL, TensorFlow.",Data Scientist
"Machine Learning Engineer with 8+ years of experience skilled in NLP, Python, Scikit-learn.",Machine Learning Engineer
"Data Scientist with 6+ years of experience skilled in TensorFlow, SQL, Pandas.",Data Scientist
"DevOps Engineer with 3+ years of experience skilled in AWS, Docker, Kubernetes.",DevOps Engineer
"Machine Learning Engineer with 1+ years of experience skilled in Scikit-learn, Python, Deep Learning.",Machine Learning Engineer
"Product Manager with 4+ years of experience skilled in Scrum, Agile, Roadmapping.",Product Manager
"DevOps Engineer with 8+ years of experience skilled in AWS, Linux, Kubernetes.",DevOps Engineer
"Machine Learning Engineer with 9+ years of experience skilled in NLP, Scikit-learn, Deep Learning.",Machine Learning Engineer
"Software Engineer with 9+ years of experience skilled in Microservices, Java, Spring Boot.",Software Engineer
"DevOps Engineer with 3+ years of experience skilled in Kubernetes, Docker, CI/CD.",DevOps Engineer
"Web Developer with 9+ years of experience skilled in CSS, HTML, Node.js.",Web Developer
"Machine Learning Engineer with 7+ years of experience skilled in Python, Deep Learning, Scikit-learn.",Machine Learning Engineer
"DevOps Engineer with 7+ years of experience skilled in Linux, Docker, Kubernetes.",DevOps Engineer
"DevOps Engineer with 1+ years of experience skilled in Linux, Kubernetes, Docker.",DevOps Engineer
"Data Analyst with 2+ years of experience skilled in Excel, SQL, Tableau.",Data Analyst
"DevOps Engineer with 9+ years of experience skilled in Docker, AWS, Kubernetes.",DevOps Engineer
"Product Manager with 2+ years of experience skilled in Roadmapping, Agile, Scrum.",Product Manager
"Web Developer with 6+ years of experience skilled in JavaScript, HTML, React.",Web Developer
"Web Developer with 4+ years of experience skilled in HTML, Node.js, React.",Web Developer
"Web Developer with 7+ years of experience skilled in Node.js, React, CSS.",Web Developer
"Web Developer with 5+ years of experience skilled in JavaScript, CSS, HTML.",Web Developer
"Business Analyst with 7+ years of experience skilled in SQL, Requirement Analysis, Excel.",Business Analyst
"Web Developer with 7+ years of experience skilled in CSS, React, JavaScript.",Web Developer
"Product Manager with 3+ years of experience skilled in Agile, Roadmapping, Market Research.",Product Manager
"Machine Learning Engineer with 10+ years of experience skilled in Deep Learning, NLP, Python.",Machine Learning Engineer
"Data Analyst with 0+ years of experience skilled in Data Visualization, Excel, Tableau.",Data Analyst
"Data Analyst with 2+ years of experience skilled in SQL, Data Visualization, Excel.",Data Analyst
"Data Analyst with 0+ years of experience skilled in Excel, SQL, Tableau.",Data Analyst
"Data Scientist with 8+ years of experience skilled in Pandas, TensorFlow, Python.",Data Scientist
"Machine Learning Engineer with 3+ years of experience skilled in Scikit-learn, NLP, Python.",Machine Learning Engineer
"Web Developer with 7+ years of experience skilled in HTML, Node.js, CSS.",Web Developer
"Data Analyst with 2+ years of experience skilled in Tableau, Excel, Data Visualization.",Data Analyst
"Web Developer with 9+ years of experience skilled in JavaScript, HTML, React.",Web Developer
"Data Analyst with 4+ years of experience skilled in Data Visualization, SQL, Excel.",Data Analyst
"Product Manager with 8+ years of experience skilled in Agile, Scrum, Market Research.",Product Manager
"DevOps Engineer with 3+ years of experience skilled in Kubernetes, Docker, AWS.",DevOps Engineer
"Machine Learning Engineer with 10+ years of experience skilled in Deep Learning, NLP, Scikit-learn.",Machine Learning Engineer
"Data Analyst with 8+ years of experience skilled in Data Visualization, SQL, Excel.",Data Analyst
"Product Manager with 10+ years of experience skilled in Agile, Scrum, Market Research.",Product Manager
"Web Developer with 9+ years of experience skilled in HTML, CSS, JavaScript.",Web Developer
"Product Manager with 8+ years of experience skilled in Scrum, Agile, Market Research.",Product Manager
"Machine Learning Engineer with 8+ years of experience skilled in Deep Learning, Scikit-learn, Python.",Machine Learning Engineer
"DevOps Engineer with 1+ years of experience skilled in AWS, CI/CD, Docker.",DevOps Engineer
"Data Scientist with 10+ years of experience skilled in Machine Learning, Python, SQL.",Data Scientist
"Business Analyst with 9+ years of experience skilled in SQL, Excel, Power BI.",Business Analyst
"Machine Learning Engineer with 2+ years of experience skilled in Deep Learning, Scikit-learn, NLP.",Machine Learning Engineer
"Business Analyst with 7+ years of experience skilled in Power BI, Requirement Analysis, Excel.",Business Analyst
"Machine Learning Engineer with 10+ years of experience skilled in Scikit-learn, NLP, Python.",Machine Learning Engineer
"Web Developer with 4+ years of experience skilled in HTML, JavaScript, CSS.",Web Developer
"Product Manager with 3+ years of experience skilled in Market Research, Agile, Scrum.",Product Manager
"Machine Learning Engineer with 6+ years of experience skilled in NLP, Deep Learning, Python.",Machine Learning Engineer
"Product Manager with 8+ years of experience skilled in Roadmapping, Market Research, Scrum.",Product Manager
"Machine Learning Engineer with 1+ years of experience skilled in Scikit-learn, Python, NLP.",Machine Learning Engineer
"Data Scientist with 0+ years of experience skilled in Pandas, SQL, Machine Learning.",Data Scientist
"Software Engineer with 6+ years of experience skilled in Microservices, Spring Boot, Docker.",Software Engineer
"Machine Learning Engineer with 9+ years of experience skilled in Python, Deep Learning, Scikit-learn.",Machine Learning Engineer
"Product Manager with 7+ years of experience skilled in Market Research, Roadmapping, Scrum.",Product Manager
"Data Analyst with 0+ years of experience skilled in Data Visualization, Tableau, Excel.",Data Analyst
"Data Analyst with 4+ years of experience skilled in Tableau, Excel, SQL.",Data Analyst
"Data Analyst with 10+ years of experience skilled in Data Visualization, Tableau, SQL.",Data Analyst
"Web Developer with 10+ years of experience skilled in React, CSS, JavaScript.",Web Developer
"Data Analyst with 7+ years of experience skilled in Data Visualization, Excel, SQL.",Data Analyst
"Data Scientist with 9+ years of experience skilled in Pandas, TensorFlow, Python.",Data Scientist
"Product Manager with 0+ years of experience skilled in Scrum, Roadmapping, Agile.",Product Manager
"Web Developer with 10+ years of experience skilled in JavaScript, React, Node.js.",Web Developer
"Web Developer with 9+ years of experience skilled in Node.js, JavaScript, HTML.",Web Developer
"DevOps Engineer with 5+ years of experience skilled in Docker, AWS, Kubernetes.",DevOps Engineer
"Data Scientist with 8+ years of experience skilled in SQL, TensorFlow, Machine Learning.",Data Scientist
"Data Scientist with 10+ years of experience skilled in Python, Machine Learning, TensorFlow.",Data Scientist
"Software Engineer with 9+ years of experience skilled in Spring Boot, Java, Docker.",Software Engineer
"Web Developer with 3+ years of experience skilled in HTML, Node.js, React.",Web Developer
"Web Developer with 0+ years of experience skilled in React, HTML, JavaScript.",Web Developer
"DevOps Engineer with 9+ years of experience skilled in Linux, AWS, Kubernetes.",DevOps Engineer
"Data Analyst with 6+ years of experience skilled in SQL, Excel, Data Visualization.",Data Analyst
"Business Analyst with 2+ years of experience skilled in Requirement Analysis, Excel, SQL.",Business Analyst
"Machine Learning Engineer with 7+ years of experience skilled in NLP, Scikit-learn, Python.",Machine Learning Engineer
"Web Developer with 10+ years of experience skilled in Node.js, HTML, CSS.",Web Developer
"Software Engineer with 0+ years of experience skilled in REST APIs, Java, Microservices.",Software Engineer
"Product Manager with 6+ years of experience skilled in Roadmapping, Scrum, Market Research.",Product Manager
"Machine Learning Engineer with 6+ years of experience skilled in NLP, Python, Deep Learning.",Machine Learning Engineer
"Machine Learning Engineer with 0+ years of experience skilled in Deep Learning, NLP, Python.",Machine Learning Engineer
"Machine Learning Engineer with 9+ years of experience skilled in Scikit-learn, Deep Learning, NLP.",Machine Learning Engineer
"Data Scientist with 5+ years of experience skilled in Pandas, TensorFlow, SQL.",Data Scientist
"Web Developer with 7+ years of experience skilled in Node.js, HTML, JavaScript.",Web Developer
"Data Analyst with 5+ years of experience skilled in Data Visualization, Tableau, SQL.",Data Analyst
"Product Manager with 5+ years of experience skilled in Scrum, Market Research, Agile.",Product Manager
"Machine Learning Engineer with 2+ years of experience skilled in Python, Scikit-learn, NLP.",Machine Learning Engineer
"Data Scientist with 5+ years of experience skilled in Pandas, Machine Learning, Python.",Data Scientist
"Web Developer with 2+ years of experience skilled in JavaScript, HTML, React.",Web Developer
"Business Analyst with 4+ years of experience skilled in Requirement Analysis, Excel, Power BI.",Business Analyst
"Software Engineer with 6+ years of experience skilled in Docker, Spring Boot, Java.",Software Engineer
"Product Manager with 8+ years of experience skilled in Roadmapping, Market Research, Scrum.",Product Manager
